title,score,type,status,start_date,end_date,members,favorites,sfw,genres_score,themes_score,demographics_score,serializations_score
"Hajimete, Kanojo to.",6.86,manga,finished,2013-05-18,2013-05-18,1365,0,FALSE,6.88851286800635,6.93,6.93,6.93
K: Dream of Green,7.19,manga,finished,2015-09-28,2016-02-27,657,9,TRUE,7.02677163120567,7.06317647058824,7.01893118148599,7.03311475409836
Mahou Shoujo Ore,6.75,manga,finished,2012-11-13,2014-02-13,2298,13,TRUE,7.013569867983275,6.981052631578946,6.93,7.28
Gaitou Alice,6.93,manga,finished,2015-02-28,2016-06-28,1311,15,TRUE,7.013569867983275,6.99883732920856,6.93841503267974,7.17962264150943
Shin Kidou Senki Gundam Wing: Dual Story - G-Unit,6.93,manga,finished,1997-04-01,1998-02-14,887,9,TRUE,7.0095802919708,6.945,7.02829368334701,6.8875
Konya mo Hitori de Nemurenai,6.69,manga,finished,2003-01-01,2003-01-01,1659,8,TRUE,6.9206165213781645,6.93,7.01893118148599,6.9445652173913
"Sono Otoko, Amatou ni Tsuki",7,manga,finished,2010-07-06,2013-05-23,706,7,TRUE,6.93,6.93,6.92562576938859,6.7275
Hoshi no Goshujinsama,7.09,manga,finished,2005-02-17,2007-05-17,541,3,FALSE,6.76919375,6.93,6.93,6.84288461538462
La Suite D'amour Du Chat Noir,6.78,manga,finished,2004-01-01,2004-01-01,1241,5,TRUE,6.932030670592315,6.93,7.01893118148599,6.9445652173913
Saikyou no Love♡Magic,6.86,manga,finished,2005-08-10,2005-08-10,939,1,FALSE,6.92562123032401,6.93,6.93,6.93
Naruto Shinden Series,7.01,light_novel,finished,2016-08-04,2018-07-04,1276,7,TRUE,7.065094058454926,7.06317647058824,7.02829368334701,6.93
Ippo,7.32,manga,finished,2012-10-27,2016-12-28,760,2,TRUE,7.103990983338125,6.93,6.92562576938859,7.04307692307692
Harem Butai wa Boku wo Shaburi Tsukusu♥,7.17,manga,finished,2012-03-17,2013-04-13,531,6,FALSE,6.76919375,6.94150300601202,6.93,6.81983870967742
Nosewasure,6.8100000000000005,manga,finished,1999-02-28,2005-09-28,1328,2,FALSE,6.858683088504763,6.99883732920856,6.93,6.79983870967742
Jitaku Keibi-hime Terrass,6.71,manga,finished,2009-08-22,2009-12-22,1333,3,TRUE,7.010583944798147,6.93,7.02829368334701,7.18098360655738
Tomodachi to Koi no Mannaka,6.95,manga,finished,2013-04-05,2013-06-05,1067,2,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,7.00196202531646
Acute,6.6,manga,finished,2013-10-25,2014-10-25,2039,34,TRUE,7.05749550133888,6.93,7.01893118148599,6.6
Uso to Coffee to Amai Kiss,6.76,manga,finished,2008-04-12,2008-04-12,1190,1,FALSE,6.92562123032401,6.93,6.93,6.74315789473684
Sora Tobi Tamashii,6.93,manga,finished,2002-08-01,2002-08-01,1081,5,TRUE,7.0568226029129235,6.93,6.92562576938859,7.10347107438017
Pure Days,7.07,manga,finished,2008-05-17,2011-02-17,747,4,FALSE,6.76919375,6.93,6.93,6.84288461538462
Mobius Strip,6.93,manga,finished,2018-09-29,2019-05-30,721,2,FALSE,6.98720712163263,6.93,6.93,6.88013157894737
"Natsu e no Tunnel, Sayonara no Deguchi",7.64,light_novel,finished,2019-07-18,2019-07-18,1150,12,TRUE,7.08351291389174,6.93,6.93,6.93
Amakute Zurui Wana no Naka,6.6,manga,finished,2014-10-04,2014-11-05,2380,5,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,7.00196202531646
At Each Other's Throats,7.12,manhwa,finished,2014-09-05,2017-05-05,788,2,TRUE,7.041642098467165,6.99883732920856,6.93,7.42461538461538
Almost Paradise,7.02,manga,finished,2008-03-29,2011-11-30,665,2,FALSE,6.974328290133627,6.93,6.93,6.99333333333333
Mankai Otome,6.99,manga,finished,2008-07-31,2008-07-31,941,2,FALSE,6.877437442253975,6.93,6.93,6.7330303030303
Chicchana Yukitsukai Sugar,6.83,manga,finished,2001-07-27,2002-08-27,1200,9,TRUE,7.06953083194249,6.99883732920856,7.02829368334701,7.04692307692308
Samayoeru Tenseisha-tachi no Revival Game,6.62,manga,finished,2019-04-09,2021-07-09,2601,12,TRUE,6.946740477577503,6.93,7.02829368334701,6.82182608695652
Cocytus,6.49,manga,finished,2013-07-18,2014-01-18,2746,9,TRUE,6.75474431818182,6.99883732920856,6.93,6.76602836879433
"17-sai, Natsu.: Seifuku no Jouji",6.37,manga,finished,2006-09-26,2006-09-26,3676,4,TRUE,7.00461209842789,6.93,7.01893118148599,6.81648648648649
Utsukushii Koto,7.39,light_novel,finished,2007-01-01,2009-01-01,587,8,FALSE,6.98720712163263,6.87057613168724,6.93,6.93
Kowaremono:Risa,6.98,doujinshi,finished,2014-12-30,2015-08-16,893,4,FALSE,6.76919375,6.93,6.93,6.93
Maou Kyoudai,6.88,manga,finished,2016-08-19,2019-06-10,1484,6,TRUE,7.013569867983275,7.0183203125,6.93,6.88
Toumei Ningen↑↓Kyoutei,6.58,manga,finished,2014-04-18,2017-09-15,2574,12,TRUE,6.84223215758833,6.93,6.93,6.962
Itoshi Kingyo,6.84,manga,finished,2006-01-01,2006-01-01,1148,2,TRUE,7.00461209842789,6.93,7.01893118148599,7.10311688311688
Menhera-chan,7.06,manga,finished,2012-10-15,2012-10-15,1165,16,TRUE,7.0645543670614,6.93,6.93,6.93
Hinako Note,7.02,manga,finished,2014-08-27,2021-01-27,1657,7,TRUE,7.041642098467165,7.334508113590265,6.93,6.861
Burlesque Night,6.83,manga,finished,2018-04-07,2018-12-07,1002,3,FALSE,6.98720712163263,6.93,6.93,6.99
Hentai Elf to Majime Orc,6.12,manga,finished,2016-10-27,2018-01-22,6876,26,TRUE,6.902330650905107,6.93,6.93,6.93
Suki Dakara Ijitte Hoshikunai,6.71,manga,finished,2011-01-29,2011-01-29,1428,1,FALSE,6.991558365831445,6.99883732920856,6.93,6.968
Sore ni Namae wo Tsukeru Nara,7.13,manga,finished,2015-04-27,2016-04-26,400,4,FALSE,6.982948507691467,6.93,6.93,7.09441176470588
Blood+ Russian Rose,7.29,light_novel,finished,2006-05-01,2006-09-01,878,10,TRUE,6.93,6.93,6.93,6.93
Hannune Banhada! Season 2,7.29,manhwa,finished,2007-01-01,2013-01-01,485,4,TRUE,7.029825610054003,6.99883732920856,7.01893118148599,6.96888888888889
Suki Naki Koi,6.97,manga,finished,2012-01-01,2012-01-01,1260,1,TRUE,7.05749550133888,6.93,7.01893118148599,7.00196202531646
Nigeru Otoko,6.58,manga,finished,2010-05-07,2011-01-07,2285,12,TRUE,7.13057954545455,6.93,6.93,6.77666666666667
"Oniisamakata, Goranshin!",6.76,manga,finished,2009-01-01,2009-01-01,1389,0,TRUE,7.00461209842789,6.93,7.01893118148599,6.81648648648649
"Ore tte, Tenshi",6.84,manga,finished,2006-10-10,2006-10-10,1038,4,FALSE,6.92562123032401,6.93,6.93,7.0455421686747
Memesis,6.59,manga,finished,2018-02-28,2019-01-30,2435,11,TRUE,7.045240827468183,6.93,7.02829368334701,7.22040229885057
Shitto wa Ai wo Kumoraseru,7.1,manga,finished,2020-07-17,2021-08-20,487,3,FALSE,6.92562123032401,6.93,6.93,7.235
Yankee Juku e Iku,6.94,manga,finished,2011-08-22,2014-01-20,1071,7,TRUE,7.010297046944495,6.99883732920856,6.92562576938859,7.01152173913044
Thunderbolt Fantasy: Touriken Yuuki,7.07,manga,finished,2016-07-21,2017-04-06,1608,10,TRUE,7.065094058454926,6.93,6.92562576938859,7.13910447761194
Ouji-tachi wa Izon suru,6.62,manga,finished,2008-09-24,2008-11-22,1954,10,TRUE,7.0200170919721465,6.93,7.01893118148599,6.81648648648649
Rojiura Brothers,7.34,manga,finished,2014-02-13,2020-04-23,649,13,TRUE,7.02068423178253,6.99883732920856,6.93,7.52
Bloody Junkie,6.3,manga,finished,2011-10-06,2012-11-12,5892,32,TRUE,6.97659114259029,7.10944881889764,6.93,6.95611570247934
God Eater: The Summer Wars,6.75,manga,finished,2011-08-09,2012-03-09,1609,15,TRUE,6.84223215758833,6.93,7.02829368334701,6.915
Refund High School,7.25,manhwa,finished,2018-03-20,2019-06-14,316,6,TRUE,7.0414586014586,6.99883732920856,6.93,7.4291
Nabi: The Prototype,6.94,manhwa,finished,2005-01-01,2005-01-01,752,5,TRUE,7.11037890424987,7.16427514792899,7.01893118148599,6.96888888888889
Chikyuu wo Nomu,6.92,manga,finished,1968-02-29,1969-07-10,1044,2,TRUE,7.058357598935463,6.93,6.92562576938859,7.32
Juuni Hizoku no Palette,7.2,manga,finished,2003-06-10,2008-10-10,625,4,TRUE,7.010583944798147,6.99883732920856,7.01893118148599,7.10689655172414
Harmony,7.26,manga,finished,2015-04-10,2019-07-01,1367,19,TRUE,7.0095802919708,7.10944881889764,6.93,6.85166666666667
Niji to Kuro,7.15,manga,finished,2018-07-27,2020-10-27,671,19,TRUE,7.05811668272834,6.93,7.02829368334701,6.86229166666667
Itoshi no Nina,7.01,manga,finished,2004-12-28,2010-08-28,1119,2,TRUE,7.051107580427135,6.99883732920856,6.93,6.6633333333333304
Angel/Dust,6.37,manga,finished,2000-04-10,2000-12-09,3769,19,TRUE,6.89810145982021,6.93,6.93,6.695
Akogare no Kinjo no Obasan ni Nengan no Tanetsuke,7.07,doujinshi,finished,2013-10-31,2013-10-31,553,3,FALSE,6.76919375,6.93,6.93,6.93
Suki na Hito hodo,6.8100000000000005,manga,finished,2014-01-27,2014-09-30,1270,3,FALSE,6.92562123032401,6.93,6.93,6.84636363636364
Futaribocchi Sensou,6.98,manga,finished,2017-06-02,2018-04-04,1203,12,TRUE,7.02224662567592,6.93,7.02829368334701,7.12459770114943
Ota Kare Fujo Kano,6.99,manga,finished,2017-08-22,2018-12-22,1174,3,TRUE,7.00461209842789,6.93,7.02829368334701,7
Megane no Incubus-kun,6.96,manga,finished,2011-01-01,2011-01-01,728,1,TRUE,7.00461209842789,6.93,7.01893118148599,7.19299145299145
Renai♥Celebration,7.14,manga,finished,2011-02-17,2012-03-17,615,0,FALSE,6.76919375,6.94150300601202,6.93,6.84288461538462
Kamisama Hajimemashita: Sonogo no Futari,7.36,one_shot,finished,2016-12-20,2016-12-20,558,8,TRUE,7.00461209842789,6.93,6.93,6.93
Clockwork,7.12,manga,finished,2011-11-30,2012-07-30,909,3,TRUE,6.928147988593953,7.16427514792899,7.02829368334701,7.06765957446809
Deltora Quest,7.12,manga,finished,2005-10-15,2008-12-01,774,21,TRUE,7.03818578041982,6.93,7.02829368334701,6.8875
Fukugaeru,6.73,one_shot,finished,2006-01-01,2006-01-01,1179,2,TRUE,7.03397149998821,6.93,6.92562576938859,7.11238095238095
SAI:Taker: Futari no Artemis,6.71,manga,finished,2012-01-27,2013-01-26,2409,9,TRUE,6.934501894397,6.71210526315789,6.92562576938859,6.87876033057851
Kamatte Hoshi no?,6.65,manga,finished,2013-09-27,2013-09-27,1828,4,FALSE,6.92562123032401,6.93,6.93,6.93
Nurarihyon no Mago,7.35,light_novel,finished,2009-12-04,2011-09-02,746,18,TRUE,6.95871533404579,7.0183203125,7.02829368334701,6.93
Kari Kare!!,7.01,manga,finished,2014-01-31,2015-03-31,1049,3,FALSE,6.960383923395965,6.93,6.93,7.05034482758621
Doubt,6.72,manga,finished,2008-01-01,2008-07-01,1332,14,FALSE,6.92562123032401,6.93,6.93,7.05034482758621
Puku Yuri,6.89,manga,finished,2011-12-30,2015-12-29,924,5,TRUE,6.75474431818182,6.99883732920856,6.93,6.93
Renai nante Itashimasen!,6.87,manga,finished,2017-05-13,2017-10-13,871,2,TRUE,6.94506027323868,6.99883732920856,6.93,7.12403100775194
Takamagahara,6.35,manga,finished,2012-07-09,2012-11-05,3848,8,TRUE,7.013074798973097,7.00451575198292,7.02829368334701,6.91140992167102
Soul Gadget Radiant,7.06,manga,finished,2002-03-09,2011-11-26,1211,3,TRUE,7.065094058454926,6.93,7.02829368334701,6.86229166666667
Last Omegaverse,6.71,manga,finished,2018-12-25,2019-11-05,1472,4,FALSE,6.98720712163263,6.93,6.93,6.93
Captain Tsubasa Tanpenshuu: Dream Field,7.03,manga,finished,2000-01-01,2006-01-01,653,1,TRUE,7.05407407407407,7.16848484848485,6.92562576938859,6.98233082706767
Wagamama na Kimi Dakara,6.7,one_shot,finished,2008-01-01,2008-01-01,1292,1,FALSE,6.92562123032401,6.93,6.93,7.05034482758621
Musume no Kanojo,6.85,doujinshi,finished,2014-10-19,2014-10-19,942,2,FALSE,6.858683088504763,6.93,6.93,6.93
Mad★Bull 34,7.1,manga,finished,1985-07-04,1991-01-01,1271,10,TRUE,7.03491295938104,7.19552380952381,6.92562576938859,6.98233082706767
Tama Hiyo,6.4,manga,finished,2007-09-19,2010-06-22,3293,3,TRUE,6.946046870834702,6.97017016761029,6.92562576938859,6.522
Himitsu.,6.93,manga,finished,2009-02-12,2010-02-12,919,1,FALSE,6.919509856005846,6.99883732920856,6.93,6.81212121212121
Koi no Himitsukichi,6.8,manga,finished,2005-11-25,2005-11-25,1083,2,TRUE,6.99514661646792,6.99883732920856,7.01893118148599,7.00196202531646
Dress na Boku ga Yangotonaki Katagata no Katei Kyoushi-sama na Ken,7.02,manga,finished,2011-06-24,2012-01-01,946,1,TRUE,7.033557379061904,6.87057613168724,7.01893118148599,6.5
Machi no Denkiya-san,7.02,manga,finished,2008-04-09,2011-02-09,624,0,FALSE,6.92562123032401,6.93,6.93,6.80377777777778
Harukana Receive,6.83,manga,finished,2015-08-24,2020-09-24,2580,11,TRUE,7.075838568250225,7.16848484848485,6.93,6.99157894736842
Usotsuki Engage,6.49,manga,finished,2012-11-24,2013-02-23,3234,6,TRUE,7.010583944798147,6.93,7.01893118148599,6.98821052631579
Ane Pani,6.59,one_shot,finished,2009-09-25,2009-09-25,1729,1,TRUE,7.010297046944495,6.99883732920856,7.02829368334701,7.06137931034483
Kemono Asobi,6.89,manga,finished,2018-12-29,2019-04-30,764,2,FALSE,6.98720712163263,6.93,6.93,6.93
Ano Ko no Ie,6.74,manga,finished,2013-05-18,2013-09-18,1500,9,TRUE,7.09760306242638,6.93,6.92562576938859,7.02875
Almadianos Eiyuuden,6.54,manga,finished,2017-07-25,2020-01-29,3426,3,TRUE,7.090249373411203,6.93,6.93,6.55452380952381
Shinmai Fukei Kiruko-san,6.5600000000000005,manga,finished,2012-11-19,2013-05-20,3108,15,TRUE,7.010297046944495,7.19552380952381,7.02829368334701,6.91140992167102
Mazu wa Ubaiai!,6.91,manga,finished,2010-12-10,2010-12-10,716,0,FALSE,6.990382919566746,6.93,6.93,6.93
Ero♥Märchen: Shirayukihime,6.44,manga,finished,2009-12-01,2012-01-01,3003,4,TRUE,7.052149868045453,6.93,6.93841503267974,6.93
Itsuka no Koi to Natsu no Hate,7.03,manga,finished,2016-04-30,2016-12-29,543,0,FALSE,6.98720712163263,6.99883732920856,6.93,7.05034482758621
Yasashii Anata...,7.09,manga,finished,2015-08-27,2016-04-28,465,3,FALSE,6.92562123032401,6.93,6.93,7.09974358974359
Yajuu Kanojo,7,manga,finished,2011-10-01,2013-02-01,644,1,TRUE,6.99514661646792,6.93,7.01893118148599,7.10311688311688
Search and Destroy,7.31,manga,finished,2018-10-05,2020-03-05,615,9,TRUE,7.02224662567592,6.93,6.93,6.93
Loli to Bokura no.,7.1,manga,finished,2008-09-17,2012-11-21,770,11,FALSE,6.76919375,6.93,6.93,6.83742424242424
Kanojo no Honnou,6.54,manga,finished,2007-01-01,2007-01-01,2441,7,TRUE,7.00461209842789,6.93,7.01893118148599,6.81648648648649
Hiai Mousou,5.95,manga,finished,2013-07-19,2015-02-16,6938,34,TRUE,6.82260273972603,7.10944881889764,6.92562576938859,6.4251724137931
Shoujo no Melancholy,6.82,manga,finished,2005-04-23,2005-11-12,1120,3,TRUE,6.93,6.99883732920856,7.01893118148599,7.04922330097087
Sasakure Memorial,6.82,manga,finished,2008-12-09,2011-12-09,994,1,FALSE,6.95195151969197,6.93,6.93,6.80377777777778
Momoiro Sango,6.72,manga,finished,2000-06-12,2008-08-11,2344,6,TRUE,6.83276667562836,6.93,6.92562576938859,6.745625
Sokubaku Master,6.76,one_shot,finished,2008-01-01,2008-01-01,1077,1,TRUE,7.023035349943244,6.93,7.01893118148599,6.93
Yuurei Apartment Kanrinin,7.3,manga,finished,2010-09-06,2013-04-06,593,2,TRUE,7.0186303030303,6.93,7.01893118148599,7.23459459459459
Astroid,6.9,manga,finished,1989-08-01,1991-05-01,1306,8,TRUE,6.93,7.10944881889764,6.93,6.93
Devilman G,6.67,manga,finished,2012-03-19,2013-12-19,3056,35,TRUE,6.99663122659681,7.0183203125,6.92562576938859,6.61910714285714
Utsukushii Mono-tachi,7.09,one_shot,finished,2018-01-25,2018-01-25,467,6,TRUE,7.0759187528542355,6.93,6.92562576938859,7.10347107438017
Ougon no Ringo,6.77,manga,finished,2013-04-20,2013-07-20,1578,1,TRUE,7.00461209842789,6.93,7.01893118148599,6.9952380952381
X: Kai,6.84,manga,finished,1998-01-01,2000-01-01,1054,5,TRUE,7.037819909346615,6.93,6.93,7.09333333333333
Tsumi to Kuchizuke,6.84,manga,finished,2005-04-01,2005-04-01,844,2,FALSE,6.92562123032401,6.93,6.93,6.93
Twin Cake,6.8,manga,finished,2011-01-01,2011-01-01,983,1,FALSE,6.83046325279558,6.93,6.93,6.93
Tenshi no Okurimono,7.06,manga,finished,1980-07-01,1988-07-19,536,2,TRUE,7.02068423178253,6.93,7.02829368334701,6.91140992167102
Ore no Shiranai Murakami-kun.,7.08,manga,finished,2012-12-25,2014-09-01,989,1,FALSE,6.92562123032401,6.93,6.93,6.93
Ties of Compassion,7.08,manhwa,finished,2009-02-05,2011-09-19,871,8,TRUE,7.049568799903023,6.99883732920856,6.93,7.4291
Soutaisei Koufukuron,7.08,one_shot,finished,2010-01-01,2010-01-01,529,0,TRUE,7.027719588744276,6.93,6.93,6.99410256410256
Watashi ni Uso wo Tsuite,6.5,one_shot,finished,2007-01-01,2007-01-01,2177,8,TRUE,7.0186303030303,7.0541430740530995,6.92562576938859,7.07848484848485
Usotsuki wa Koi wo Suru,7.07,manga,finished,2008-01-01,2009-01-01,523,0,FALSE,6.92562123032401,6.93,6.93,7.04127659574468
Gal toka Bitch toka Iroiro.,6.98,manga,finished,2013-08-26,2015-08-26,953,7,FALSE,6.76919375,6.93,6.93,6.88681818181818
Ore no Kanojo to Osananajimi ga Shuraba sugiru+H,6.5600000000000005,manga,finished,2011-10-25,2012-10-25,2934,4,TRUE,6.890048483228203,6.97017016761029,6.92562576938859,6.94318181818182
Kuzu to Megane to Bungaku Shoujo (Nise),6.68,manga,finished,2017-02-14,2018-05-30,2137,8,TRUE,6.99514661646792,6.99883732920856,6.93,6.972
B-Gata Kareshi no Aishikata,6.7,manga,finished,2010-10-15,2010-10-15,1510,0,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,6.93
Kimi ga Kono Te wo Hanarerunara,6.75,manga,finished,2008-01-01,2008-01-01,1178,2,FALSE,6.95195151969197,6.93,6.93,6.99
Melty Limit,7.37,manga,finished,2017-04-13,2019-12-13,383,9,FALSE,6.76919375,6.93,6.93,6.92066666666667
Ikenai Kanojo no Otetsudai,6.61,manga,finished,2017-08-04,2018-08-17,2499,9,TRUE,7.002155718769125,6.99883732920856,6.93,6.87142857142857
2-dome no Koi wa Usotsuki,6.93,manga,finished,2010-10-08,2012-08-08,1521,3,TRUE,7.00461209842789,6.93,6.93841503267974,7.03219512195122
Night Head Genesis,7.02,manga,finished,2006-07-26,2008-10-25,993,8,TRUE,6.93,7.10944881889764,6.93,6.83410256410256
Kyou mo Onnanoko wo Kouryaku shita.,6.8,manga,finished,2016-08-27,2019-08-24,2007,6,TRUE,6.946009505038717,6.99883732920856,6.93,6.861
Soutaisei Moteron,6.66,manga,finished,2012-02-27,2013-01-26,1963,3,TRUE,6.99514661646792,6.99883732920856,7.02829368334701,6.92595419847328
Akuma no Puzzle,6.75,manga,finished,2003-06-10,2010-05-10,1240,0,TRUE,7.021567000972263,6.93,7.01893118148599,7.10689655172414
Oretachi no Field,7.5,manga,finished,1992-01-01,1998-01-01,369,7,TRUE,7.05407407407407,7.16848484848485,7.02829368334701,7.22040229885057
Isekai wo Seigyo Mahou de Kirihirake!,6.28,manga,finished,2016-03-18,2019-12-20,6982,6,TRUE,7.080184607991869,6.93,6.93,6.55452380952381
Tooriame,6.85,doujinshi,finished,2010-08-15,2010-08-15,845,1,FALSE,6.83046325279558,6.93,6.93,6.93
Anata wo Suttemo Ii desu ka?,7.06,manga,finished,2009-10-17,2009-07-17,606,3,FALSE,6.89391202651515,6.98548000979334,6.93,6.84288461538462
Imouto ga Dekimashita.,6.8,manga,finished,2011-06-13,2013-07-30,1163,1,TRUE,7.09760306242638,6.93,7.01893118148599,NA
Seikai no Monshou,7.24,manga,finished,2012-05-08,2021-04-09,897,13,TRUE,7.0684456925317125,7.24120503252966,6.92562576938859,6.94
Namaikizakari,7.24,manga,finished,2013-03-14,2015-11-14,804,45,FALSE,6.8869029242139455,6.93,6.93,6.648
"Usagi-chan, Doshikori Moushiagemasu",6.84,manga,finished,2019-07-01,2019-12-01,893,3,FALSE,6.92562123032401,6.93,6.93,6.8148275862069
Yuri na Watashi to Akuma na Kanojo(?),6.24,manga,finished,2015-05-02,2016-05-02,4720,21,TRUE,7.00461209842789,6.99883732920856,6.92562576938859,6.9187323943662
B.Ichi,6.7,manga,finished,2001-10-12,2003-05-12,3738,16,TRUE,7.03004445224445,6.93,7.02829368334701,7.11204819277108
Positively Yours,7.53,manhwa,finished,2020-06-08,2022-03-14,220,7,TRUE,7.00461209842789,7.57835616438356,6.93,6.93
Shikiyoku Infinite,6.88,manga,finished,2006-10-05,2019-10-02,920,6,FALSE,6.76919375,6.93,6.93,6.85125
Ai wa Chittomo Raku ja Nai,6.79,manga,finished,2015-02-14,2015-09-14,1075,0,FALSE,6.92562123032401,6.93,6.93,7.12403100775194
Akai Hebi,6.91,manga,finished,1983-01-01,1983-01-01,970,6,TRUE,6.82260273972603,6.93,6.93,6.93
Investor Z,7.01,manga,finished,2013-06-13,2017-06-15,1050,11,TRUE,7.11037890424987,6.93,6.92562576938859,7.13910447761194
PuniKano,6.99,manga,finished,2011-04-14,2013-07-13,990,7,FALSE,6.76919375,6.93,6.93,6.648
Kyouken Breeder,6.82,manga,finished,2004-01-01,2006-01-01,925,1,FALSE,6.98720712163263,6.93,6.93,6.93
Tsurezure Nichijou Ekotoba Colourful Bleach,7.04,manga,finished,2004-11-20,2007-07-21,995,5,TRUE,6.98568113450795,6.93,7.02829368334701,6.7825
Tokyo Shinjuu,7.17,manga,finished,2008-08-01,2010-05-02,622,3,FALSE,6.92562123032401,6.93,6.93,6.93
Oz no Matenrou,6.83,manga,finished,2001-01-01,2001-01-01,875,0,FALSE,7.000229284541364,6.93,6.93,6.99464788732394
Osananajimi Kussetsuritsu,6.95,manga,finished,2010-01-01,2010-01-01,810,1,FALSE,6.92562123032401,6.99883732920856,6.93,6.93
"One Day, Suddenly, Like Love.",6.95,one_shot,finished,2009-05-29,2009-05-29,729,1,TRUE,6.99325943734864,6.93,6.93,6.92933333333333
"Hana Sakasu Te, Tsubomi no Kimi",6.66,one_shot,finished,2008-10-10,2008-10-10,1386,4,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,7.10689655172414
Umwelt,6.91,manga,finished,2004-08-25,2014-08-26,967,2,TRUE,7.021041184794047,6.93,6.93,6.93
Tsuugaku Densha: Kimi to Boku no Heya,6.91,manga,finished,2010-01-01,2010-01-01,733,0,TRUE,7.066050212790652,6.99883732920856,7.01893118148599,6.9952380952381
2 Kaime no Hajimete no Koi,6.33,one_shot,finished,2010-01-01,2010-01-01,3701,1,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,7.00196202531646
iShoujo,6.74,manga,finished,2014-02-17,2014-08-29,2061,3,TRUE,6.919931435413853,6.99883732920856,7.02829368334701,6.91140992167102
Ijousha no Ai,6.07,manga,finished,2017-04-01,2018-09-08,9345,72,TRUE,7.13754901960784,7.10944881889764,6.93,6.6330612244898
Perfect Partner,6.55,manga,finished,2002-01-01,2002-01-01,2231,3,TRUE,7.05749550133888,6.93,7.01893118148599,6.93
Tsundere! - Megane Café e Youkoso,6.62,manga,finished,2007-04-26,2007-04-26,1616,2,TRUE,7.00461209842789,6.93,7.01893118148599,6.81648648648649
